	description	link	title	link_class	type
484	Contains monthly data on cargo traffic in the Clark International Airport Cargo for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A49%3A28.774Z/dotc-clark-international-airport-cargo-2010.csv	CIAC Tonnage Report for The Year 2010	<type 'unicode'>	csv
485	Contains monthly data on cargo traffic in the Clark International Airport Cargo.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A45%3A27.033Z/dotc-clark-international-airport-cargo-2009.csv	CIAC Tonnage Report for The Year 2009	<type 'unicode'>	csv
486	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A37%3A20.095Z/dotc-airpasscarannual-ss-roundtrip-2013.csv	Air Transportation Round Trip Aircraft Movement for CY 2013	<type 'unicode'>	csv
487	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A33%3A06.441Z/dotc-airpasscarannual-ss-roundtrip-2012.csv	Air Transportation Round Trip Aircraft Movement for CY 2012	<type 'unicode'>	csv
488	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A29%3A27.135Z/dotc-airpasscarannual-ss-roundtrip-2011.csv	Air Transportation Round Trip Aircraft Movement for CY 2011	<type 'unicode'>	csv
489	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A25%3A25.980Z/dotc-airpasscarannual-ss-roundtrip-2010.csv	Air Transportation Round Trip Aircraft Movement for CY 2010	<type 'unicode'>	csv
490	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A21%3A14.453Z/dotc-airpasscarannual-ss-roundtrip-2009.csv	Air Transportation Round Trip Aircraft Movement for CY 2009	<type 'unicode'>	csv
491	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A14%3A03.766Z/dotc-airpasscarannual-ss-roundtrip-2008.csv	Air Transportation Round Trip Aircraft Movement for CY 2008	<type 'unicode'>	csv
492	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2007.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A09%3A47.996Z/dotc-airpasscarannual-ss-roundtrip-2007.csv	Air Transportation Round Trip Aircraft Movement for CY 2007	<type 'unicode'>	csv
493	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2006.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A04%3A36.715Z/dotc-airpasscarannual-ss-roundtrip-2006.csv	Air Transportation Round Trip Aircraft Movement for CY 2006	<type 'unicode'>	csv
494	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2005.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T08%3A00%3A50.231Z/dotc-airpasscarannual-ss-roundtrip-2005.csv	Air Transportation Round Trip Aircraft Movement for CY 2005	<type 'unicode'>	csv
495	Contains annual data on roundtrip aircraft movement in all Philippine airports for the year 2004.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A55%3A00.025Z/dotc-airpasscarannual-ss-roundtrip-2004.csv	Air Transportation Round Trip Aircraft Movement for CY 2004	<type 'unicode'>	csv
496	Contains annual data on passenger traffic in all Philippine airports for the year 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A48%3A37.658Z/dotc-airpasscarannual-ss-passenger-2013.csv	Air Transportation Passenger Traffic for CY 2013	<type 'unicode'>	csv
497	Contains annual data on passenger traffic in all Philippine airports for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A44%3A53.920Z/dotc-airpasscarannual-ss-passenger-2012.csv	Air Transportation Passenger Traffic for CY 2012	<type 'unicode'>	csv
498	Contains annual data on passenger traffic in all Philippine airports for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A40%3A50.432Z/dotc-airpasscarannual-ss-passenger-2011.csv	Air Transportation Passenger Traffic for CY 2011	<type 'unicode'>	csv
499	Contains annual data on passenger traffic in all Philippine airports for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A35%3A42.849Z/dotc-airpasscarannual-ss-passenger-2010.csv	Air Transportation Passenger Traffic for CY 2010	<type 'unicode'>	csv
500	Income Statement/Consolidated Statement of Income and Expense, and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2008/4.xls	Income Statement and Key Ratios of Philippine Banking System 2008	<type 'unicode'>	xls
501	Contains annual data on passenger traffic in all Philippine airports for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A31%3A43.009Z/dotc-airpasscarannual-ss-passenger-2009.csv	Air Transportation Passenger Traffic for CY 2009	<type 'unicode'>	csv
502	Contains annual data on passenger traffic in all Philippine airports for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T07%3A27%3A36.600Z/dotc-airpasscarannual-ss-passenger-2008.csv	Air Transportation Passenger Traffic for CY 2008	<type 'unicode'>	csv
503	Income Statement/Consolidated Statement of Income and Expense, and Key Ratios of Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2009/4.xls	Income Statement and Key Ratios of Philippine Banking System 2009	<type 'unicode'>	xls
504	Contains annual data on one way aircraft movements in all Philippine airports for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A38%3A40.582Z/dotc-airpasscarannual-ss-one-way-2012.csv	Air Transportation One Way Aircraft Movement for CY 2012	<type 'unicode'>	csv
505	Contains annual data on one way aircraft movements in all Philippine airports for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A32%3A12.682Z/dotc-airpasscarannual-ss-one-way-2011.csv	Air Transportation One Way Aircraft Movement for CY 2011	<type 'unicode'>	csv
506	Contains annual data on one way aircraft movements in all Philippine airports for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A27%3A42.253Z/dotc-airpasscarannual-ss-one-way-2010.csv	2010 Air Transportation One Way Aircraft Movement 	<type 'unicode'>	csv
507	Contains annual data on one way aircraft movements in all Philippine airports for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A16%3A56.801Z/dotc-airpasscarannual-ss-one-way-2009.csv	Air Transportation One Way Aircraft Movement for CY 2009	<type 'unicode'>	csv
508	Contains annual data on one way aircraft movements in all Philippine airports for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A10%3A46.527Z/dotc-airpasscarannual-ss-one-way-2008.csv	Air Transportation One Way Aircraft Movement for CY 2008	<type 'unicode'>	csv
509	Contains annual data on one way aircraft movements in all Philippine airports for the year 2007.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T06%3A03%3A57.716Z/dotc-airpasscarannual-ss-one-way-2007.csv	Air Transportation One Way Aircraft Movement for CY 2007	<type 'unicode'>	csv
510	Contains annual data on one way aircraft movements in all Philippine airports for the year 2006.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A57%3A03.324Z/dotc-airpasscarannual-ss-one-way-2006.csv	Air Transportation One Way Aircraft Movement for CY 2006	<type 'unicode'>	csv
511	Contains annual data on one way aircraft movements in all Philippine airports for the year 2005.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A46%3A58.803Z/dotc-airpasscarannual-ss-cargo-2005.csv	Air Transportation One Way Aircraft Movement for CY 2005	<type 'unicode'>	csv
512	Contains annual data on one way aircraft movements in all Philippine airports for the year 2004.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A41%3A34.039Z/dotc-airpasscarannual-ss-one-way-2004.csv	Air Transportation One Way Aircraft Movement for CY 2004	<type 'unicode'>	csv
513	Contains annual data on one way aircraft movements in all Philippine airports for the year 2003.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A36%3A26.759Z/dotc-airpasscarannual-ss-one-way-2003.csv	Air Transportation One Way Aircraft Movement for CY 2003	<type 'unicode'>	csv
514	Contains annual data on one way aircraft movements in all Philippine airports for the year 2002.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A28%3A21.420Z/dotc-airpasscarannual-ss-one-way-2002.csv	Air Transportation One Way Aircraft Movement for CY 2002	<type 'unicode'>	csv
515	Contains annual data on one way aircraft movements in all Philippine airports for the yea 2001.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A23%3A35.033Z/dotc-airpasscarannual-ss-one-way-2001.csv	Air Transportation One Way Aircraft Movement for CY 2001	<type 'unicode'>	csv
516	Contains annual data on cargo traffic in all Philippine airports for the year 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A15%3A42.917Z/dotc-airpasscarannual-ss-cargo-2013.csv	Air Transportation Cargo and Freight Movement for CY 2013	<type 'unicode'>	csv
517	Contains annual data on cargo traffic in all Philippine airports for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A11%3A05.092Z/dotc-airpasscarannual-ss-cargo-2012.csv	Air Transportation Cargo and Freight Movement for CY 2012	<type 'unicode'>	csv
518	Contains annual data on cargo traffic in all Philippine airports for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A06%3A57.505Z/dotc-airpasscarannual-ss-cargo-2011.csv	Air Transportation Cargo and Freight Movement for CY 2011	<type 'unicode'>	csv
519	Contains annual data on cargo traffic in all Philippine airports for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T05%3A02%3A15.055Z/dotc-airpasscarannual-ss-cargo-2010.csv	Air Transportation Cargo and Freight Movement for CY 2010	<type 'unicode'>	csv
520	Contains annual data on cargo traffic in all Philippine airports for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T04%3A55%3A43.054Z/dotc-airpasscarannual-ss-cargo-2009.csv	Air Transportation Cargo and Freight Movement for CY 2009	<type 'unicode'>	csv
521	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2008/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System 2008	<type 'unicode'>	xls
522	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System 2009	http://www.bsp.gov.ph/banking/pbs_archives/2009/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System 2009	<type 'unicode'>	xls
523	Contains annual data on cargo traffic in all Philippine airports for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T04%3A03%3A24.288Z/dotc-airpasscarannual-ss-cargo-2008.csv	Air Transportation Cargo and Freight Movement for CY 2008	<type 'unicode'>	csv
524	Contains annual data on cargo traffic in all Philippine airports for the year 2007.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A59%3A19.286Z/dotc-airpasscarannual-ss-cargo-2007.csv	Air Transportation Cargo and Freight Movement for CY 2007	<type 'unicode'>	csv
525	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2010/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System 2010	<type 'unicode'>	xls
526	Contains annual data on cargo traffic in all Philippine airports for the year 2006.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A52%3A18.061Z/dotc-airpasscarannual-ss-cargo-2006.csv	Air Transportation Cargo and Freight Movement for CY 2006	<type 'unicode'>	csv
527	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2011/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System 2011	<type 'unicode'>	xls
528	Contains monthly data on passenger traffic in the Clark International Airport for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A28%3A52.241Z/ciac-passenger-count-2009.csv	CIAC Passenger Count for the Year 2009	<type 'unicode'>	csv
529	Contains monthly data on passenger traffic in the Clark International Airport for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A21%3A05.530Z/ciac-passenger-count-2008.csv	CIAC Passenger Count for the Year 2008	<type 'unicode'>	csv
530	Contains monthly data on passenger traffic in the Clark International Airport for the year 2007.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A14%3A53.724Z/ciac-passenger-count-2007.csv	CIAC Passenger Count for the Year 2007	<type 'unicode'>	csv
531	Contains monthly data on passenger traffic in the Clark International Airport for the year 2006.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A10%3A12.041Z/ciac-passenger-count-2006.csv	CIAC Passenger Count for the Year 2006	<type 'unicode'>	csv
532	Contains monthly data on passenger traffic in the Clark International Airport for the year 2005.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A03%3A57.658Z/ciac-passenger-count-2005.csv	CIAC Passenger Count for the Year 2005	<type 'unicode'>	csv
533	Contains monthly data on aircraft movements in the Clark International Airport.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A49%3A59.410Z/ciac-aircraft-movement-2013.csv	CIAC Operations Data-Aircraft Movement for the Year 2013	<type 'unicode'>	csv
534	Contains monthly data on aircraft movements in the Clark International Airport for the year 2005.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T00%3A55%3A51.169Z/ciac-aircraft-movement-2005.csv	CIAC Operations Data-Aircraft Movement for the Year 2005	<type 'unicode'>	csv
535	Contains monthly data on aircraft movements in the Clark International Airport for the year 2006.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A03%3A36.428Z/ciac-aircraft-movement-2006.csv	CIAC Operations Data-Aircraft Movement for the Year 2006	<type 'unicode'>	csv
536	Contains monthly data on aircraft movements in the Clark International Airport for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A42%3A22.979Z/ciac-aircraft-movement-2012.csv	2012 CIAC Operations Data-Aircraft Movement	<type 'unicode'>	csv
537	Contains monthly data on aircraft movements in the Clark International Airport for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A28%3A00.496Z/ciac-aircraft-movement-2011.csv	CIAC Operations Data-Aircraft Movement for the Year 2011	<type 'unicode'>	csv
538	Contains monthly data on aircraft movements in the Clark International Airport for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A23%3A53.674Z/ciac-aircraft-movement-2010.csv	CIAC Operations Data-Aircraft Movement for the Year 2010	<type 'unicode'>	csv
539	Contains monthly data on aircraft movements in the Clark International Airport for the year 2009.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A19%3A37.611Z/ciac-aircraft-movement-2009.csv	CIAC Operations Data-Aircraft Movement for the Year 2009	<type 'unicode'>	csv
540	Contains monthly data on aircraft movements in the Clark International Airport for the year 2008.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A15%3A00.616Z/ciac-aircraft-movement-2008.csv	CIAC Operations Data-Aircraft Movement for the Year 2008	<type 'unicode'>	csv
541	Contains monthly data on aircraft movements in the Clark International Airport for the year 2007.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T01%3A10%3A08.950Z/ciac-aircraft-movement-2007.csv	CIAC Operations Data-Aircraft Movement for the Year 2007	<type 'unicode'>	csv
542	This dataset contains the total school enrollment for public secondary schools - 2005 to 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A35%3A17.079Z/deped-total-school-enrollment-for-public-secondary-schools-2005-to-2012.csv	Total School Enrollment for Public Secondary Schools - 2005 - 2012	<type 'unicode'>	csv
543	This dataset contains the total school enrollment for public elementary schools for the year 2005 to 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A27%3A39.273Z/deped-total-school-enrollment-for-public-elementary-schools-2005-to-2012.csv	2005 - 2012 Total School Enrollment for Public Elementary Schools	<type 'unicode'>	csv
544	This dataset contains the enrollment data for secondary for School Year 2012	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A21%3A12.247Z/deped-sy-2012-enrolment-data-secondary.csv	SY 2012 Enrollment Data - Secondary	<type 'unicode'>	csv
545	This dataset contains enrollment data for the School Year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A15%3A52.971Z/deped-sy-2012-enrolment-data-elementary.csv	SY 2012 Enrolment Data - Elementary	<type 'unicode'>	csv
546	This dataset contains the male and female enrollees in public secondary schools for the year 2012 to 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A06%3A56.252Z/deped-male-and-female-enrollees-in-public-secondary-schools-2012-to-2013.csv	Male and Female Enrollees in Public Secondary Schools - 2012 - 2013	<type 'unicode'>	csv
547	This dataset contains the male and female enrollees in public elementary schools for the year 2012 to 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T10%3A01%3A48.460Z/deped-male-and-female-enrollees-in-public-elementary-schools-2012-to-2013.csv	Male and Female Enrollees in Public Elementary Schools - 2012 - 2013	<type 'unicode'>	csv
548	This dataset contains the teacher salaries for the year 1995 to 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T09%3A36%3A38.386Z/deped-teacher-salaries-1995-to-2012.csv	Teacher Salaries -1995 - 2012	<type 'unicode'>	csv
549	This dataset contains total school enrollment for public elementary schools  for the year 2005 to 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T09%3A30%3A23.976Z/deped-gross-enrollment-ratio-and-net-enrollment-ratio-for-public-secondary-schools-2005-to-2011.csv	Total School Enrollment for Public Elementary Schools - 2005 - 2012	<type 'unicode'>	csv
550	This dataset contains the gross enrollment ratio and net enrollment ratio for public elementary schools for the year 2005 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T09%3A08%3A22.048Z/deped-gross-enrollment-ratio-and-net-enrollment-ratio-for-public-elementary-schools-2005-to-2011.csv	Gross Enrollment Ratio and Net Enrollment Ratio for Public Elementary Schools - 2005 - 2011	<type 'unicode'>	csv
551	This dataset contains the workers assessed and certified under the Philippine Technical Vocational Education and Training (TVET) Qualification and Certification System for the...	http://data.insomnation.com/catalogue/storage/f/2013-12-09T08%3A56%3A50.280Z/dole-workers-assessed-and-certified-under-the-philippine-technical-vocational-education-and-training-qualification-and-certification-system-1975-to-2011.csv	Workers Assessed & Certified Under the Philippine TVET Qualification & Certification System -1975 - 2011	<type 'unicode'>	csv
552	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2012/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System 2012	<type 'unicode'>	xls
553	Contains annual data on cargo traffic in all Philippine airports for the year 2005.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A42%3A32.693Z/dotc-airpasscarannual-ss-cargo-2005.csv	Air Transportation Cargo and Freight Movement for CY 2005	<type 'unicode'>	csv
554	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Rural and Cooperative Banking System	http://www.bsp.gov.ph/banking/pbs_excel/48.xls	Balance Sheet and Key Ratios of Rural and Cooperative Banking System, As of June 2013	<type 'unicode'>	xls
555	Contains annual data on cargo traffic in all Philippine airports for the year 2004.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A37%3A51.133Z/dotc-airpasscarannual-ss-cargo-2004.csv	Air Transportation Cargo and Freight Movement for CY 2004	<type 'unicode'>	csv
556	Contains annual data on cargo traffic in all Philippine airports for the year 2003	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A22%3A41.040Z/dotc-airpasscarannual-ss-cargo-2003.csv	Air Transportation Cargo and Freight Movement for CY 2003	<type 'unicode'>	csv
557	Contains annual data on cargo traffic in all Philippine airports for the year 2002.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A17%3A21.194Z/dotc-airpasscarannual-ss-cargo-2002.csv	Air Transportation Cargo and Freight Movement for CY 2002	<type 'unicode'>	csv
558	Contains annual data on  aircraft movement in the Clark International Airport for the year 2003.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T15%3A23%3A09.236Z/dotc-airpasscarannual-ss-aircraftlandingtoff-2003.csv	Air Transportation Round Trip Movement for CY 2003	<type 'unicode'>	csv
559	Contains annual data on cargo traffic in all Philippine airports for the year 2001.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T03%3A11%3A41.333Z/dotc-airpasscarannual-ss-cargo-2001.csv	Air Transportation Cargo and Freight Movement for CY 2001	<type 'unicode'>	csv
560	Contains monthly data on passenger traffic in the Clark International Airport for the year 2013.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A54%3A07.228Z/ciac-passenger-count-2013.csv	CIAC Passenger Count for the Year 2013	<type 'unicode'>	csv
561	Contains monthly data on passenger traffic in the Clark International Airport for the year 2012.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A45%3A19.171Z/ciac-passenger-count-2012.csv	CIAC Passenger Count for the Year 2012	<type 'unicode'>	csv
562	Contains monthly data on passenger traffic in the Clark International Airport for the year 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A39%3A06.635Z/ciac-passenger-count-2011.csv	CIAC Passenger Count for the Year 2011	<type 'unicode'>	csv
563	Contains monthly data on passenger traffic in the Clark International Airport for the year 2010.	http://data.insomnation.com/catalogue/storage/f/2013-12-10T02%3A34%3A15.145Z/ciac-passenger-count-2010.csv	CIAC Passenger Count for the Year 2010	<type 'unicode'>	csv
564	This dataset contains the existing collective bargaining agreements (CBA) in the private sector, newly filled and workers covered for the year 1963 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A42%3A01.580Z/dole-existing-collective-bargaining-agreements-in-the-private-sector-newly-filled-and-workers-covered-1963-to-2011.csv	Existing CBA in the Private Sector, Newly Filled & Workers Covered 1963-2011	<type 'unicode'>	csv
565	This dataset contains the State Universities and Colleges (SUCs) number of faculty by program level for AY 2012/13	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A40%3A39.292Z/ched-sucs-number-of-faculty-by-program-level-2012-to-2013.csv	SUCs Number of Faculty by Program Level AY 2012/13	<type 'unicode'>	csv
566	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System 2011	http://www.bsp.gov.ph/banking/pbs_archives/2011/39.xls	Balance Sheet and Key Ratios of Thrift Banking System 2011	<type 'unicode'>	xls
567	This dataset contains the State Universities and Colleges (SUCs) number of accredited programs by region and level of accreditation for AY 2012/13.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T07%3A34%3A04.898Z/ched-sucs-number-of-accredited-programs-by-region-and-level-of-accreditation-2012-to-2013.csv	SUCs Number of Accredited Programs by Region and Level of Accreditation: AY 2012/13	<type 'unicode'>	csv
568	This dataset contain the establishments inspected visited and found violating general labor standards and technical safety standards for the year 1976 to 2010	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A52%3A08.285Z/dole-establishments-inspected-visited-and-found-violating-general-labor-standards-and-technical-safety-standards-1976-to-2010.csv	Establishments Inspected Visited,Found Violating General Labor& Technical Safety Standards 1976-2010	<type 'unicode'>	csv
569	This dataset contains the State Universities and Colleges (SUCs) Enrolment from 2010-2013 and Graduates from 2009-2012 by SUCs and by Region	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A55%3A16.449Z/ched-sucs-enrolment-and-graduates-2009-to-2013.csv	State Universities and Colleges Enrolment  and Graduates 2009 to 2013	<type 'unicode'>	csv
570	Balance Sheet/Consolidated Statement of Condition and Key Ratios of Thrift Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2012/39.xls	Balance Sheet and Key Ratios of Thrift Banking System 2012	<type 'unicode'>	xls
571	This dataset contains the national passing percentage of all higher education institutions from 2008-2012 and the 5-year average passing percentage by discipline.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A46%3A25.632Z/ched-professional-regulations-commission-national-passing-percentage-2008-to-2012.csv	PRC National Passing Percentage by Discipline 2008 to 2012	<type 'unicode'>	csv
572	This dataset contains the enrollment and graduates of technical vocational and training programs by region for the year of 2011 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A42%3A09.689Z/dole-enrollment-and-graduates-of-technical-vocational-education-and-training-programs-by-region-2001-to-2011.csv	2001-2011Enrollment and Graduates of Technical Vocational Education and Training Programs by Region	<type 'unicode'>	csv
573	This dataset contains the number of faculty in private higher education institutions for AY 2012/13.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A41%3A08.054Z/ched-private-higher-education-institutions-number-of-faculty-by-program-level-2012-to-2013.csv	Private Higher Education Institutions Number of Faculty by Program Level: AY 2012/13	<type 'unicode'>	csv
574	This dataset contains the faculty-student ratio in private higher education institutions for AY 2012/13.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A35%3A40.353Z/ched-private-higher-education-institutions-faculty-student-ratio-2012-to-2013.csv	Private Higher Education Institutions Faculty-Student Ratio: AY 2012/13	<type 'unicode'>	csv
575	This dataset contains the deployed filipino workers on land-based and sea-based, year 1948 to 2011.	http://data.insomnation.com/catalogue/storage/f/2013-12-09T06%3A25%3A32.607Z/dole-deployed-overseas-filipino-workers-land-based-and-sea-based-1984-to-2011.csv	Deployed Overseas Filipino Workers, Land-Based and Sea-Based-1984 to 2011	<type 'unicode'>	csv
576	Regional Distribution of Deposit Liabilities of the Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2011/2.2.xls	Regional Distribution of Deposit Liabilities 2001-2011	<type 'unicode'>	xls
577	Regional Distribution of Deposit Liabilities of the Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_archives/2012/2.2.xls	Regional Distribution of Deposit Liabilities 2012	<type 'unicode'>	xls
578	Regional Distribution of Deposit Liabilities of the Philippine Banking System	http://www.bsp.gov.ph/banking/pbs_excel/2.2.xls	Regional Distribution of Deposit Liabilities, As of June 2013	<type 'unicode'>	xls
579	Regional distribution of Loan Portfolio (Loans and Receivables - Others, net of allowance for credit losses) of the Philippine Banking System.	http://www.bsp.gov.ph/banking/pbs_archives/2011/2.1.xls	Regional Distribution of Loan Portfolio 2001-2011	<type 'unicode'>	xls
580	Regional distribution of Loan Portfolio (Loans and Receivables - Others, net of allowance for credit losses) of the Philippine Banking System.	http://www.bsp.gov.ph/banking/pbs_excel/2.1.xls	Regional Distribution of Loan Portfolio, As of June 2103	<type 'unicode'>	xls
581	Regional distribution of Loan Portfolio (Loans and Receivables - Others, net of allowance for credit losses) of the Philippine Banking System.	http://www.bsp.gov.ph/banking/pbs_archives/2012/2.1.xls	Regional Distribution of Loan Portfolio 2012	<type 'unicode'>	xls
582	Number of offices of BSP supervised/regulated financial institutions by regional distribution (banks, non-banks, and off-shore banking units) with breakdown as to Head Office...	http://www.bsp.gov.ph/banking/pbs_archives/2008/2.xls	Regional Distribution of Banking Offices 2008	<type 'unicode'>	xls
583	Number of offices of BSP supervised/regulated financial institutions by regional distribution (banks, non-banks, and off-shore banking units) with breakdown as to Head Office...	http://www.bsp.gov.ph/banking/pbs_archives/2009/2.xls	Regional Distribution of Banking Offices 2009	<type 'unicode'>	xls
584	Number of offices of BSP supervised/regulated financial institutions by regional distribution (banks, non-banks, and off-shore banking units) with breakdown as to Head Office...	http://www.bsp.gov.ph/banking/pbs_archives/2010/2.xls	Regional Distribution of Banking Offices 2010	<type 'unicode'>	xls
585	Number of offices of BSP supervised/regulated financial institutions by regional distribution (banks, non-banks, and off-shore banking units) with breakdown as to Head Office...	http://www.bsp.gov.ph/banking/pbs_archives/2011/2.xls	Regional Distribution of Banking Offices 2011	<type 'unicode'>	xls
